Store,Date,Weekly_Sales
22,2010-03-26,1012075.12
42,2010-03-26,478021.68
8,2010-03-26,772539.12
41,2010-03-26,1015196.46
3,2010-03-26,359949.27
31,2010-03-26,1229635.7
9,2010-03-26,484946.56
27,2010-03-26,1836714.84
33,2010-03-26,262893.76
14,2010-03-26,2050396.27
44,2010-03-26,276279.49
6,2010-03-26,1472033.38
40,2010-03-26,873354.58
45,2010-03-26,782563.38
29,2010-03-26,552985.34
2,2010-03-26,1750197.81
18,2010-03-26,1092704.09
20,2010-03-26,1894742.95
1,2010-03-26,1404429.92
38,2010-03-26,335858.11
16,2010-03-26,483177.2
32,2010-03-26,1076021.58
43,2010-03-26,623097.9299999999
7,2010-03-26,514731.60000000003
10,2010-03-26,1893532.46
35,2010-03-26,1078900.44
36,2010-03-26,404438.51
4,2010-03-26,1762539.3
37,2010-03-26,515777.97
12,2010-03-26,981615.8099999999
11,2010-03-26,1245624.27
25,2010-03-26,696687.6
16,2010-04-02,490503.69
39,2010-04-02,1463942.62
20,2010-04-02,2405395.22
36,2010-04-02,435972.82
42,2010-04-02,505907.41000000003
38,2010-04-02,368929.55
2,2010-04-02,2066187.72
45,2010-04-02,877235.96
11,2010-04-02,1446210.26
13,2010-04-02,2142482.14
34,2010-04-02,979428.66
27,2010-04-02,2053952.97
43,2010-04-02,650102.8
9,2010-04-02,545206.32
31,2010-04-02,1357600.68
4,2010-04-02,1979247.1199999999
5,2010-04-02,331406.0
8,2010-04-02,914500.91
15,2010-04-02,718470.71
37,2010-04-02,540189.7
7,2010-04-02,561145.14
41,2010-04-02,1168826.39
35,2010-04-02,1189556.47
10,2010-04-02,2138651.97
17,2010-04-02,848521.17
12,2010-04-02,1011822.3
30,2010-04-02,457884.06
6,2010-04-02,1770333.9
3,2010-04-02,423294.4
28,2010-04-02,1441559.4
25,2010-04-02,822486.37
22,2010-04-02,1177340.99
23,2010-04-02,1556627.6199999999
33,2010-04-02,274634.52
26,2010-04-02,1029849.2
21,2010-04-02,753664.12
32,2010-04-02,1131732.94
14,2010-04-02,2495630.5100000002
19,2010-04-02,1642970.27
18,2010-04-02,1254107.84
29,2010-04-02,599629.25
40,2010-04-02,1041202.13
1,2010-04-02,1594968.28
24,2010-04-02,1478321.26
44,2010-04-02,286197.5
11,2010-04-09,1470308.32
16,2010-04-09,424083.99
35,2010-04-09,1198014.97
25,2010-04-09,712647.97
18,2010-04-09,1174447.55
4,2010-04-09,1818452.72
1,2010-04-09,1545418.53
10,2010-04-09,2041069.3699999999
45,2010-04-09,833782.7000000001
12,2010-04-09,1041238.87
38,2010-04-09,341630.46
3,2010-04-09,415870.28
40,2010-04-09,919839.19
6,2010-04-09,1667181.82
31,2010-04-09,1395710.09
44,2010-04-09,257361.3
2,2010-04-09,1954689.21
27,2010-04-09,1955814.13
33,2010-04-09,325201.05
29,2010-04-09,569937.23
14,2010-04-09,2258781.2800000003
19,2010-04-09,1489613.32
41,2010-04-09,1082158.21
15,2010-04-09,634605.77
5,2010-04-09,328020.49
26,2010-04-09,1022293.81
34,2010-04-09,950684.2
23,2010-04-09,1264434.7
22,2010-04-09,1033171.07
37,2010-04-09,513327.55
21,2010-04-09,751181.4
28,2010-04-09,1382359.21
13,2010-04-09,1898321.3299999998
20,2010-04-09,2007796.26
32,2010-04-09,1095889.22
9,2010-04-09,529384.3099999999
24,2010-04-09,1379579.63
39,2010-04-09,1327035.27
17,2010-04-09,770228.02
36,2010-04-09,453016.91
7,2010-04-09,484263.25
8,2010-04-09,916033.92
30,2010-04-09,454800.96
42,2010-04-09,582552.26
43,2010-04-09,693058.34
19,2010-04-16,1460354.67
1,2010-04-16,1466058.28
5,2010-04-16,306858.69
39,2010-04-16,1242874.98
34,2010-04-16,923344.54
18,2010-04-16,1135577.6199999999
40,2010-04-16,882636.96
24,2010-04-16,1268266.72
30,2010-04-16,471054.16000000003
29,2010-04-16,509100.84
27,2010-04-16,1857500.96
31,2010-04-16,1367448.28
6,2010-04-16,1519846.36
13,2010-04-16,1819660.44
28,2010-04-16,1268240.66
12,2010-04-16,957997.52
23,2010-04-16,1288823.72
42,2010-04-16,549528.16
17,2010-04-16,757738.76
8,2010-04-16,882917.12
16,2010-04-16,436312.41000000003
7,2010-04-16,406228.19
35,2010-04-16,1084487.55
41,2010-04-16,1043388.79
45,2010-04-16,782221.96
20,2010-04-16,1985784.59
14,2010-04-16,2121788.61
3,2010-04-16,354993.26
43,2010-04-16,675282.2
2,2010-04-16,1874957.94
38,2010-04-16,337723.49
37,2010-04-16,524544.83
25,2010-04-16,715311.6
15,2010-04-16,641208.65
36,2010-04-16,483699.56
44,2010-04-16,280048.74
9,2010-04-16,485764.32
21,2010-04-16,716026.51
33,2010-04-16,307779.64
11,2010-04-16,1323243.35
26,2010-04-16,905548.38
4,2010-04-16,1851519.69
32,2010-04-16,1082763.27
10,2010-04-16,1826241.44
22,2010-04-16,1000968.67
25,2010-04-23,694531.72
16,2010-04-23,370230.94
11,2010-04-23,1283766.55
4,2010-04-23,1802677.9
41,2010-04-23,1067340.74
35,2010-04-23,1110827.48
8,2010-04-23,850440.26
10,2010-04-23,1829521.83
43,2010-04-23,638957.35
32,2010-04-23,1072474.8
42,2010-04-23,492364.76999999996
39,2010-04-23,1280231.85
30,2010-04-23,462454.39
19,2010-04-23,1456793.33
24,2010-04-23,1264117.01
26,2010-04-23,881930.87
34,2010-04-23,910240.68
22,2010-04-23,969594.47
7,2010-04-23,404751.25
21,2010-04-23,718780.59
36,2010-04-23,434116.8
15,2010-04-23,643097.6
28,2010-04-23,1244177.21
23,2010-04-23,1315023.08
17,2010-04-23,977790.83
3,2010-04-23,339976.65
9,2010-04-23,488683.57
5,2010-04-23,288839.73
13,2010-04-23,1909330.77
37,2010-04-23,527019.78
38,2010-04-23,335121.82
18,2010-04-23,1132433.55
45,2010-04-23,749779.1
20,2010-04-23,1878862.42
44,2010-04-23,278287.04
29,2010-04-23,505329.66
1,2010-04-23,1391256.12
27,2010-04-23,1850205.47
12,2010-04-23,993833.4400000001
40,2010-04-23,844958.49
14,2010-04-23,2138144.91
31,2010-04-23,1280465.8
6,2010-04-23,1540435.99
33,2010-04-23,263263.02
2,2010-04-23,1821990.93
28,2010-04-30,1186971.02
15,2010-04-30,570791.11
23,2010-04-30,1259414.52
38,2010-04-30,337979.65
2,2010-04-30,1802450.29
10,2010-04-30,1790694.59
33,2010-04-30,275883.23
36,2010-04-30,457899.64
3,2010-04-30,361248.39
1,2010-04-30,1425100.71
21,2010-04-30,680532.69
18,2010-04-30,1060446.16
34,2010-04-30,859922.19
22,2010-04-30,977683.06
20,2010-04-30,1919053.21
26,2010-04-30,904503.85
32,2010-04-30,1066792.63
24,2010-04-30,1259877.19
14,2010-04-30,2082355.12
19,2010-04-30,1405065.57
31,2010-04-30,1243200.24
39,2010-04-30,1263836.59
5,2010-04-30,298697.84
9,2010-04-30,491723.42
17,2010-04-30,807798.73
29,2010-04-30,501013.47000000003
13,2010-04-30,1785823.3699999999
4,2010-04-30,1817273.28
6,2010-04-30,1498080.16
12,2010-04-30,954220.22
11,2010-04-30,1239766.89
16,2010-04-30,383550.93
25,2010-04-30,706924.02
44,2010-04-30,272997.65
30,2010-04-30,456140.34
27,2010-04-30,1805885.04
45,2010-04-30,737265.57
8,2010-04-30,778672.64
40,2010-04-30,816838.31
43,2010-04-30,630740.11
41,2010-04-30,1063960.1099999999
37,2010-04-30,517850.82999999996
42,2010-04-30,477615.87
7,2010-04-30,373655.61
35,2010-04-30,1096930.65
10,2010-05-07,1921432.16
3,2010-05-07,399323.86
33,2010-05-07,326870.13
17,2010-05-07,843848.65
19,2010-05-07,1566219.77
7,2010-05-07,395453.83
29,2010-05-07,568497.35
6,2010-05-07,1619920.04
23,2010-05-07,1365552.28
14,2010-05-07,2370116.52
26,2010-05-07,1074479.73
25,2010-05-07,724468.97
22,2010-05-07,1052973.28
12,2010-05-07,1043240.27
28,2010-05-07,1532893.22
40,2010-05-07,1009797.06
37,2010-05-07,543234.77
1,2010-05-07,1603955.1199999999
21,2010-05-07,744969.42
41,2010-05-07,1175738.22
44,2010-05-07,285379.86
18,2010-05-07,1222255.47
35,2010-05-07,1182099.88
32,2010-05-07,1133657.58
30,2010-05-07,457883.94
31,2010-05-07,1381796.8
38,2010-05-07,383657.44
5,2010-05-07,333522.6
16,2010-05-07,403217.22000000003
36,2010-05-07,489372.02
34,2010-05-07,953495.48
27,2010-05-07,1939458.84
13,2010-05-07,2005478.46
24,2010-05-07,1409705.03
15,2010-05-07,661348.88
11,2010-05-07,1312329.78
8,2010-05-07,916820.96
45,2010-05-07,812190.76
20,2010-05-07,2137202.38
42,2010-05-07,582846.22
4,2010-05-07,2000626.14
9,2010-05-07,526128.61
43,2010-05-07,691498.6
39,2010-05-07,1355704.21
2,2010-05-07,2042581.71
29,2010-05-14,518940.88
2,2010-05-14,1880752.36
7,2010-05-14,372673.61
28,2010-05-14,1245898.73
16,2010-05-14,401770.9
40,2010-05-14,907262.47
37,2010-05-14,505196.08
18,2010-05-14,1092616.49
21,2010-05-14,723559.88
27,2010-05-14,1842465.78
11,2010-05-14,1266796.13
17,2010-05-14,813756.09
38,2010-05-14,346174.3
23,2010-05-14,1303055.09
8,2010-05-14,873337.84
41,2010-05-14,1116439.02
44,2010-05-14,286515.92
35,2010-05-14,1104277.57
9,2010-05-14,492792.8
43,2010-05-14,690851.59
32,2010-05-14,1079314.52
15,2010-05-14,594385.2
5,2010-05-14,296673.77
6,2010-05-14,1524059.4
20,2010-05-14,2033211.6199999999
4,2010-05-14,1875597.28
30,2010-05-14,461868.09
39,2010-05-14,1226997.7
14,2010-05-14,2129771.13
45,2010-05-14,758182.2
12,2010-05-14,966054.97
19,2010-05-14,1437319.45
3,2010-05-14,384357.94
25,2010-05-14,698073.95
36,2010-05-14,476733.74
31,2010-05-14,1287288.59
42,2010-05-14,564345.55
24,2010-05-14,1346783.35
1,2010-05-14,1494251.5
10,2010-05-14,1808056.41
34,2010-05-14,933924.4400000001
26,2010-05-14,972663.59
13,2010-05-14,1890273.44
33,2010-05-14,331173.51
22,2010-05-14,973585.33
6,2010-05-21,1531938.44
25,2010-05-21,704113.22
37,2010-05-21,510494.7
42,2010-05-21,504403.16
2,2010-05-21,1896937.1
27,2010-05-21,1836595.58
41,2010-05-21,1163234.33
11,2010-05-21,1271646.6199999999
12,2010-05-21,958374.5599999999
1,2010-05-21,1399662.07
8,2010-05-21,818333.21
13,2010-05-21,1853657.5999999999
39,2010-05-21,1350673.98
16,2010-05-21,435300.51
3,2010-05-21,343763.17
45,2010-05-21,747888.25
7,2010-05-21,395195.65
20,2010-05-21,1893736.9
30,2010-05-21,455751.84
14,2010-05-21,2108187.1
33,2010-05-21,294264.2
19,2010-05-21,1377716.17
31,2010-05-21,1337405.5999999999
36,2010-05-21,474917.98
22,2010-05-21,979977.89
26,2010-05-21,986765.01
24,2010-05-21,1283482.85
10,2010-05-21,1847613.58
34,2010-05-21,913616.3200000001
43,2010-05-21,672062.08
15,2010-05-21,616598.1
28,2010-05-21,1217923.71
5,2010-05-21,301615.49
18,2010-05-21,1101621.3599999999
40,2010-05-21,885613.91
17,2010-05-21,826626.5
29,2010-05-21,502021.82
32,2010-05-21,1143819.35
21,2010-05-21,753361.72
44,2010-05-21,267065.35
35,2010-05-21,1078182.18
38,2010-05-21,340497.08
23,2010-05-21,1327424.28
9,2010-05-21,506274.94
4,2010-05-21,1903752.6
10,2010-05-28,1904618.17
1,2010-05-28,1432069.95
12,2010-05-28,955451.16
2,2010-05-28,1957113.89
27,2010-05-28,1962468.67
14,2010-05-28,2227152.16
18,2010-05-28,1256282.79
29,2010-05-28,577627.66
40,2010-05-28,1008483.0700000001
38,2010-05-28,326469.43
20,2010-05-28,2065984.95
31,2010-05-28,1309437.17
44,2010-05-28,291891.01
39,2010-05-28,1365541.59
6,2010-05-28,1644470.66
35,2010-05-28,1223777.48
4,2010-05-28,1857533.7
23,2010-05-28,1571158.56
9,2010-05-28,558143.53
21,2010-05-28,755214.26
28,2010-05-28,1176588.25
15,2010-05-28,744772.88
32,2010-05-28,1205662.85
5,2010-05-28,310013.11
24,2010-05-28,1473868.15
26,2010-05-28,1069851.59
22,2010-05-28,1103740.4
36,2010-05-28,447050.42
19,2010-05-28,1648882.62
33,2010-05-28,279246.33
30,2010-05-28,462474.16
34,2010-05-28,942868.38
43,2010-05-28,630315.76
41,2010-05-28,1246654.24
16,2010-05-28,479430.0
17,2010-05-28,872817.62
13,2010-05-28,1877358.86
8,2010-05-28,868041.5599999999
25,2010-05-28,792442.54
42,2010-05-28,484097.03
37,2010-05-28,532241.22
3,2010-05-28,350089.23
11,2010-05-28,1264272.52
45,2010-05-28,801098.43
7,2010-05-28,442734.55
33,2010-06-04,285100.0
36,2010-06-04,471088.88
12,2010-06-04,1049357.36
13,2010-06-04,2022705.22
30,2010-06-04,458343.7
14,2010-06-04,2363601.47
39,2010-06-04,1512207.95
11,2010-06-04,1396322.19
40,2010-06-04,1052429.03
31,2010-06-04,1427624.5
38,2010-06-04,376184.88
16,2010-06-04,516295.81
8,2010-06-04,958225.41
15,2010-06-04,693192.5
9,2010-06-04,586061.46
35,2010-06-04,1282378.71
7,2010-06-04,509183.22000000003
17,2010-06-04,876902.87
32,2010-06-04,1149234.96
37,2010-06-04,479195.02
10,2010-06-04,1931406.28
34,2010-06-04,966187.51
29,2010-06-04,588017.66
26,2010-06-04,1003202.66
22,2010-06-04,1095539.1300000001
43,2010-06-04,682012.53
4,2010-06-04,1903290.58
42,2010-06-04,556046.12
5,2010-06-04,337825.89
19,2010-06-04,1519013.49
21,2010-06-04,806012.48
23,2010-06-04,1514435.51
3,2010-06-04,396968.8
44,2010-06-04,282351.82
18,2010-06-04,1271311.76
28,2010-06-04,1543678.02
25,2010-06-04,764155.44
45,2010-06-04,837548.62
41,2010-06-04,1305068.1
6,2010-06-04,1857380.09
27,2010-06-04,2073102.59
2,2010-06-04,2102539.93
20,2010-06-04,2203619.35
24,2010-06-04,1566668.91
1,2010-06-04,1615524.71
25,2010-06-11,737163.2
11,2010-06-11,1339570.85
8,2010-06-11,914835.86
32,2010-06-11,1192074.09
22,2010-06-11,1061196.47
9,2010-06-11,522715.68
41,2010-06-11,1217199.39
26,2010-06-11,1073862.59
21,2010-06-11,784305.55
40,2010-06-11,1007574.67
42,2010-06-11,607218.6
15,2010-06-11,619337.29
39,2010-06-11,1371405.33
33,2010-06-11,310800.79
13,2010-06-11,2037880.96
7,2010-06-11,498580.87
2,2010-06-11,2025538.76
6,2010-06-11,1685652.35
45,2010-06-11,794698.77
5,2010-06-11,296641.91
18,2010-06-11,1173521.82
34,2010-06-11,954681.56
44,2010-06-11,296818.2
31,2010-06-11,1377092.33
1,2010-06-11,1542561.09
3,2010-06-11,355017.09
16,2010-06-11,535587.31
12,2010-06-11,1016039.71
24,2010-06-11,1375458.21
14,2010-06-11,2249570.04
10,2010-06-11,1827521.71
38,2010-06-11,354828.65
36,2010-06-11,467711.18
23,2010-06-11,1439432.06
35,2010-06-11,1160412.71
27,2010-06-11,1873812.93
19,2010-06-11,1410683.94
37,2010-06-11,481915.11
30,2010-06-11,445530.16
4,2010-06-11,1870619.23
28,2010-06-11,1348995.17
43,2010-06-11,684023.95
17,2010-06-11,845252.21
20,2010-06-11,2100489.79
29,2010-06-11,540716.58
45,2010-06-18,815130.5
33,2010-06-18,272399.08
32,2010-06-18,1150191.72
3,2010-06-18,364076.85
36,2010-06-18,485694.72000000003
17,2010-06-18,877996.27
7,2010-06-18,481144.09
21,2010-06-18,785104.29
37,2010-06-18,505761.62
22,2010-06-18,1052895.25
44,2010-06-18,293481.36
2,2010-06-18,2001636.96
5,2010-06-18,313795.6
39,2010-06-18,1368312.45
18,2010-06-18,1183225.92
27,2010-06-18,1887182.27
12,2010-06-18,956211.2
29,2010-06-18,558731.74
20,2010-06-18,2091903.63
1,2010-06-18,1503284.06
31,2010-06-18,1368090.08
14,2010-06-18,2248645.59
16,2010-06-18,540149.85
38,2010-06-18,335691.85000000003
23,2010-06-18,1507708.93
35,2010-06-18,1198025.76
4,2010-06-18,1929736.35
19,2010-06-18,1457314.3900000001
11,2010-06-18,1336522.92
8,2010-06-18,869922.56
24,2010-06-18,1354168.18
43,2010-06-18,700009.77
10,2010-06-18,1837636.24
42,2010-06-18,529418.64
40,2010-06-18,973105.2999999999
13,2010-06-18,2003435.31
25,2010-06-18,780444.94
9,2010-06-18,513073.87
15,2010-06-18,652329.53
28,2010-06-18,1267619.06
26,2010-06-18,1001286.67
6,2010-06-18,1677248.24
41,2010-06-18,1202963.06
34,2010-06-18,941612.04
30,2010-06-18,447727.51999999996
19,2010-06-25,1450407.32
26,2010-06-25,976242.09
44,2010-06-25,288247.24
27,2010-06-25,1962625.01
20,2010-06-25,1973135.87
31,2010-06-25,1303523.73
16,2010-06-25,546554.96
38,2010-06-25,322046.76
4,2010-06-25,1846651.95
8,2010-06-25,814919.11
43,2010-06-25,625196.14
42,2010-06-25,484327.56
5,2010-06-25,295257.3
9,2010-06-25,509263.28
15,2010-06-25,672194.03
39,2010-06-25,1280414.8
21,2010-06-25,769848.75
32,2010-06-25,1124763.74
37,2010-06-25,485419.39
3,2010-06-25,357346.48
30,2010-06-25,453210.24
28,2010-06-25,1231025.07
10,2010-06-25,1768172.31
40,2010-06-25,940405.03
35,2010-06-25,1230245.74
7,2010-06-25,553714.87
2,2010-06-25,1939927.09
22,2010-06-25,1095020.33
36,2010-06-25,434879.87
41,2010-06-25,1174209.52
1,2010-06-25,1422711.6
6,2010-06-25,1640681.88
11,2010-06-25,1262025.08
34,2010-06-25,895800.0700000001
17,2010-06-25,893995.44
25,2010-06-25,737569.14
29,2010-06-25,585548.79
33,2010-06-25,259419.91
23,2010-06-25,1415204.88
12,2010-06-25,958007.69
45,2010-06-25,792299.15
13,2010-06-25,1970340.25
18,2010-06-25,1220983.17
14,2010-06-25,2246179.91
24,2010-06-25,1399073.75
4,2010-07-02,1881337.21
2,2010-07-02,2003940.64
21,2010-07-02,711470.8
35,2010-07-02,1245827.08
7,2010-07-02,575570.77
